bee,bee_family,bee_rank,plant,plant_common_name,plant_family,source_backed_rows,near_local_rows,within150_rows,direct_visit_feeding_rows,general_association_rows,weak_nearby_rows,interaction_types,top_localities
Agapostemon,Halictidae,genus,Pyrus calleryana,,Rosaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Agapostemon angelicus,Halictidae,species,Opuntia phaeacantha major,,Cactaceae,2,0,2,0,2,0,interactsWith:2,"Menard, 14 mi S:2"
Agapostemon meliventris,,unknown,Vitex agnus-castus,chaste tree,Lamiaceae,3,3,3,0,3,0,interactsWith:3,
Agapostemon melliventris,Halictidae,species,Clematis,,Ranunculaceae,5,0,5,0,5,0,interactsWith:5,"Sarita, 5 km N:5"
Agapostemon melliventris,Halictidae,species,Prosopis,,Fabaceae,3,0,3,0,3,0,interactsWith:3,"Sarita, 5 km N:3"
Agapostemon melliventris,Halictidae,species,Vitex agnus-castus,chaste tree,Lamiaceae,3,3,3,0,3,0,interactsWith:3,
Agapostemon splendens,Halictidae,species,Asteraceae,sunflower family,Asteraceae,1,0,1,0,1,0,interactsWith:1,
Agapostemon splendens,Halictidae,species,Cactaceae,,Cactaceae,1,1,1,0,1,0,interactsWith:1,
Agapostemon splendens,Halictidae,species,Ludwigia octovalvis,,Onagraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Agapostemon texanus,Halictidae,species,Asteraceae,sunflower family,Asteraceae,1,1,1,0,1,0,interactsWith:1,
Agapostemon texanus,Halictidae,species,Cirsium texanum,Texas thistle,Asteraceae,2,2,2,0,2,0,interactsWith:2,
Agapostemon texanus,Halictidae,species,Gaillardia suavis,perfumeball / pincushion daisy,Asteraceae,5,0,5,0,5,0,interactsWith:5,Harper:5
Agapostemon texanus,Halictidae,species,Helianthus debilis,,Asteraceae,1,0,1,0,1,0,interactsWith:1,Goliad:1
Agapostemon texanus,Halictidae,species,Monarda citriodora,lemon beebalm / lemon horsemint,Lamiaceae,1,1,1,0,1,0,interactsWith:1,
Agapostemon texanus,Halictidae,species,Oncidium ensatum,,Orchidaceae,4,4,4,0,4,0,interactsWith:4,
Agapostemon texanus,Halictidae,species,Phacelia,phacelia,Hydrophyllaceae,2,0,2,0,2,0,interactsWith:2,"Kerrville, 10 mi N:2"
Agapostemon texanus,Halictidae,species,Ratibida columnifera,Mexican hat / upright prairie coneflower,Asteraceae,38,38,38,0,38,0,interactsWith:38,
Agapostemon texanus,Halictidae,species,Salvia ballotaeflora,,Lamiaceae,2,0,2,0,2,0,interactsWith:2,United States of America:2
Andrena afimbriata,Andrenidae,species,Polygala alba,white milkwort,Polygalaceae,1,1,1,0,1,0,interactsWith:1,Paige:1
Andrena afimbriata,Andrenidae,species,Pyrrhopappus carolinianus,Carolina false dandelion,Asteraceae,2,0,0,0,2,0,interactsWith:2,Eldorado:2
Andrena andrenoides,Andrenidae,species,Salix,willow,Salicaceae,17,0,17,0,17,0,interactsWith:17,"Rockdale:8; Mason, 10 mi N:7; Lexington:2"
Andrena arenicola,Andrenidae,species,Salix,willow,Salicaceae,15,0,15,0,15,0,interactsWith:15,"Mason, 10 mi N:10; Rockdale:4; Lexington:1"
Andrena banksi,Andrenidae,species,Salix,willow,Salicaceae,1,0,1,0,1,0,interactsWith:1,Lexington:1
Andrena brevicornis,Andrenidae,species,Papaveraceae,,Papaveraceae,1,0,1,0,1,0,interactsWith:1,Davis Mountain State Park:1
Andrena commoda,Andrenidae,species,Phacelia,phacelia,Hydrophyllaceae,1,0,1,0,1,0,interactsWith:1,"Concan, 8 mi S:1"
Andrena crataegi,Andrenidae,species,Salix,willow,Salicaceae,2,0,2,0,2,0,interactsWith:2,Lexington:2
Andrena crawfordi,Andrenidae,species,Polygala alba,white milkwort,Polygalaceae,16,16,16,0,16,0,interactsWith:16,Paige:16
Andrena crawfordi,Andrenidae,species,Pyrrhopappus,false dandelion,Asteraceae,2,2,2,0,2,0,interactsWith:2,"Paige:1; Giddings, 9 mi W:1"
Andrena illinoiensis,Andrenidae,species,Salix,willow,Salicaceae,7,0,7,0,7,0,interactsWith:7,Rockdale:6; Karnes City:1
Andrena macoupinensis,Andrenidae,species,Rhus aromatica,fragrant sumac,Anacardiaceae,1,1,1,0,1,0,interactsWith:1,"Austin, 15 mi W:1"
Andrena macoupinensis,Andrenidae,species,Salix,willow,Salicaceae,3,2,3,0,3,0,interactsWith:3,Luling:2; Karnes City:1
Andrena macra,Andrenidae,species,Salix,willow,Salicaceae,2,0,2,0,2,0,interactsWith:2,Rockdale:2
Andrena micheneriella,Andrenidae,species,Gutierrezia texana,,Asteraceae,1,0,1,0,1,0,interactsWith:1,"San Antonio, Holm Rd & Peasrall Rd:1"
Andrena miserabilis,Andrenidae,species,Prunus,,Rosaceae,3,0,3,0,3,0,interactsWith:3,Rockdale:2; Lexington:1
Andrena miserabilis,Andrenidae,species,Salix,willow,Salicaceae,12,0,12,0,12,0,interactsWith:12,Rockdale:7; Lexington:5
Andrena monilicornis,Andrenidae,species,Rhus,,Anacardiaceae,1,0,1,0,1,0,interactsWith:1,Davis Mountains:1
Andrena nasonii,Andrenidae,species,Salix,willow,Salicaceae,22,22,22,0,22,0,interactsWith:22,Luling:22
Andrena nigrae,Andrenidae,species,Salix,willow,Salicaceae,8,6,8,0,8,0,interactsWith:8,Luling:6; Rockdale:1; Lexington:1
Andrena perplexa,Andrenidae,species,Rhus aromatica,fragrant sumac,Anacardiaceae,1,1,1,0,1,0,interactsWith:1,"Austin, 15 mi W:1"
Andrena personata,Andrenidae,species,Salix,willow,Salicaceae,27,27,27,0,27,0,interactsWith:27,Luling:27
Andrena primulifrons,Andrenidae,species,Physaria gordonii,,Brassicaceae,34,0,0,0,34,0,interactsWith:34,Mertzon:34
Andrena rudbeckiae,Andrenidae,species,Ratibida columnifera,Mexican hat / upright prairie coneflower,Asteraceae,12,6,12,0,12,0,interactsWith:12,Weser:6; Pedernales Falls State Park:2
Andrena sagittagalea,Andrenidae,species,Salix,willow,Salicaceae,5,5,5,0,5,0,interactsWith:5,Luling:5
Andrena senticulosa,Andrenidae,species,Pyrrhopappus,false dandelion,Asteraceae,4,4,4,0,4,0,interactsWith:4,"Giddings, 9 mi W:4"
Andrena senticulosa,Andrenidae,species,Senecio ampullaceus,,Asteraceae,1,0,1,0,1,0,interactsWith:1,"Devine, 10 mi E:1"
Andrena trapezoidea,Andrenidae,species,Physaria gordonii,,Brassicaceae,10,0,0,0,10,0,interactsWith:10,Mertzon:10
Andrena unicostata,Andrenidae,species,Salix,willow,Salicaceae,8,0,8,0,8,0,interactsWith:8,"Mason, 10 mi N:4; Lexington:4"
Andrena verecunda,Andrenidae,species,Engelmannia peristenia,,Asteraceae,2,0,0,0,2,0,interactsWith:2,Eldorado:2
Andrena verecunda,Andrenidae,species,Pyrrhopappus carolinianus,Carolina false dandelion,Asteraceae,6,0,0,0,6,0,interactsWith:6,Eldorado:6
Anthidiellum notatum,Megachilidae,species,Streptanthus petiolaris,,Brassicaceae,2,2,2,2,0,0,eats:1; visits:1,
Anthidium maculifrons,Megachilidae,species,Phacelia,phacelia,Boraginaceae,1,0,0,0,1,0,interactsWith:1,"Sonora, 36 mi S:1"
Anthidium maculifrons,Megachilidae,species,Tephrosia virginiana,goat’s-rue,Fabaceae,3,3,3,0,3,0,interactsWith:3,McDade:3
Anthidium palmarum,Megachilidae,species,Bahia,,Asteraceae,2,0,2,0,2,0,interactsWith:2,Davis Mountains:2
Anthidium palmarum,Megachilidae,species,Lupinus,lupine / bluebonnet group,Fabaceae,4,0,0,0,4,0,interactsWith:4,Quemado:4
Anthidium palmarum,Megachilidae,species,Marrubium vulgare,horehound,Lamiaceae,2,0,2,0,2,0,interactsWith:2,United States of America:2
Anthidium palmarum,Megachilidae,species,Phacelia,phacelia,Hydrophyllaceae,72,0,65,0,72,0,interactsWith:72,"Davis Mountains:59; Sonora, 36 mi S:7; Concan, 8 mi S:6"
Anthidium porterae,Megachilidae,species,Dalea lasiathera,,Fabaceae,1,0,0,0,1,0,interactsWith:1,Sonora:1
Anthidium porterae,Megachilidae,species,Dalea pogonathera,,Fabaceae,1,0,1,0,1,0,interactsWith:1,"Ft. Davis, 46 mi NE:1"
Anthidium psoraleae,Megachilidae,species,Dalea pogonathera,,Fabaceae,3,0,3,0,3,0,interactsWith:3,"Ft. Davis, 46 mi NE:3"
Anthophila,,unknown,Justicia pilosella,,Acanthaceae,2,1,2,2,0,0,visitsFlowersOf:2,
Anthophora affabilis,Apidae,species,Corydalis curvisiliqua,,Papaveraceae,27,23,23,0,27,0,interactsWith:27,Colorado City:23; 5 mi S of Christoval:2; Eldorado:2
Anthophora affabilis,Apidae,species,Parkinsonia,palo verde group,Fabaceae,3,0,3,0,3,0,interactsWith:3,Concan:3
Anthophora californica,Apidae,species,Astragalus,,Fabaceae,9,0,9,0,9,0,interactsWith:9,Davis Mountains:9
Anthophora californica,Apidae,species,Cirsium,thistle,Asteraceae,1,0,1,0,1,0,interactsWith:1,Weser:1
Anthophora californica,Apidae,species,Dalea lasiathera,,Fabaceae,1,0,1,0,1,0,interactsWith:1,Harper:1
Anthophora californica,Apidae,species,Dalea pogonathera,,Fabaceae,4,0,4,0,4,0,interactsWith:4,"Ft. Davis, 46 mi NE:4"
Anthophora californica,Apidae,species,Dalea tenuis,,Fabaceae,2,0,2,2,0,0,eats:1; visits:1,
Anthophora californica,Apidae,species,Mimosa,sensitive-briar / mimosa group,Fabaceae,2,0,2,0,2,0,interactsWith:2,Harper:2
Anthophora californica,Apidae,species,Oncidium ensatum,,Orchidaceae,7,7,7,0,7,0,interactsWith:7,
Anthophora californica,Apidae,species,Penstemon,beardtongue,Plantaginaceae,10,0,10,0,10,0,interactsWith:10,Kerrville:9; Fredericksburg:1
Anthophora californica,Apidae,species,Phacelia,phacelia,Hydrophyllaceae,25,6,25,0,25,0,interactsWith:25,Kerrville:11; Bastrop State Park:6; Davis Mountains:3
Anthophora californica,Apidae,species,Salvia farinacea,mealy blue sage,Lamiaceae,15,1,15,1,14,0,interactsWith:14; visitsFlowersOf:1,United States of America:14
Anthophora californica,Apidae,species,Scutellaria nervosa,,Lamiaceae,1,0,1,0,1,0,interactsWith:1,Kerrville:1
Anthophora californica,Apidae,species,Silphium asteriscus var. simpsonii,,Asteraceae,2,2,2,0,2,0,interactsWith:2,
Anthophora californica,Apidae,species,Solanum,,Solanaceae,1,0,1,0,1,0,interactsWith:1,Harper:1
Anthophora californica,Apidae,species,Solanum elaeagnifolium,silverleaf nightshade,Solanaceae,4,4,4,0,4,0,interactsWith:4,
Anthophora capistrata,Apidae,species,Salvia farinacea,mealy blue sage,Lamiaceae,2,2,2,0,2,0,interactsWith:2,
Anthophora urbana,Apidae,species,Plantae,,,1,0,0,1,0,0,visits:1,"Devils River below Dolan Falls, walk to polymorphic oaks:1"
Anthophorula completa,Apidae,species,Dalea lasiathera,,Fabaceae,17,0,0,0,17,0,interactsWith:17,"Eagle Pass, 9 mi SE:9; 9 mi SE of Eagle Pass:8"
Anthophorula micheneri,Apidae,species,Agalinis purpurea,,Orobanchaceae,103,0,103,0,103,0,interactsWith:103,Flatonia:103
Anthophorula morgani,Apidae,species,Brazoria truncata,,Lamiaceae,2,0,2,0,2,0,interactsWith:2,Goliad:2
Anthophorula texana,Apidae,species,Heterotheca viscida,,Asteraceae,2,2,2,0,2,0,interactsWith:2,"Austin, 10 mi SE:2"
Apidae,Apidae,family,Cirsium,thistle,Asteraceae,2,0,2,0,2,0,interactsWith:2,"TTU Center, Junction:2"
Apidae,Apidae,family,Prosopis glandulosa,honey mesquite,Fabaceae,1,0,1,0,1,0,interactsWith:1,"TTU Center, Junction:1"
Apidae,Apidae,family,Prosopis glandulosa var. glandulosa,,Fabaceae,1,0,1,0,1,0,interactsWith:1,"TTU Center, Junction:1"
Apis,Apidae,genus,Solidago,goldenrod,Asteraceae,1,0,1,0,1,0,interactsWith:1,Kimble Co. TTU Cntr - Junction:1
Apis mellifera,Apidae,species,Aloysia virgata,,Verbenaceae,1,1,1,1,0,0,eats:1,
Apis mellifera,Apidae,species,Amblyolepis setigera,,Asteraceae,1,0,1,1,0,0,eats:1,
Apis mellifera,Apidae,species,Argemone albiflora,white prickly poppy,Papaveraceae,2,1,2,2,0,0,visitsFlowersOf:1; eats:1,
Apis mellifera,Apidae,species,Bauhinia,,Fabaceae,1,0,1,0,1,0,interactsWith:1,
Apis mellifera,Apidae,species,Cephalanthus occidentalis,buttonbush,Rubiaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Apis mellifera,Apidae,species,Cercis,,Fabaceae,1,0,1,1,0,0,visitsFlowersOf:1,
Apis mellifera,Apidae,species,Cirsium texanum,Texas thistle,Asteraceae,2,0,2,2,0,0,eats:1; visits:1,
Apis mellifera,Apidae,species,Coreopsis nuecensis,,Asteraceae,2,0,2,2,0,0,eats:2,
Apis mellifera,Apidae,species,Cornus,,Cornaceae,1,0,1,1,0,0,visitsFlowersOf:1,
Apis mellifera,Apidae,species,Eysenhardtia texana,,Fabaceae,4,0,4,3,1,0,visits:1; eats:1; visitsFlowersOf:1; interactsWith:1,
Apis mellifera,Apidae,species,Gaillardia aestivalis,lanceleaf blanketflower,Asteraceae,1,0,1,1,0,0,eats:1,
Apis mellifera,Apidae,species,Helianthus maximiliani,Maximilian sunflower,Asteraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Apis mellifera,Apidae,species,Lagerstroemia indica,,Lythraceae,1,0,1,0,1,0,interactsWith:1,
Apis mellifera,Apidae,species,Malvaviscus arboreus,,Malvaceae,1,0,1,1,0,0,visits:1,
Apis mellifera,Apidae,species,Marshallia caespitosa,,Asteraceae,2,2,2,1,1,0,interactsWith:1; visitsFlowersOf:1,
Apis mellifera,Apidae,species,Monarda citriodora,lemon beebalm / lemon horsemint,Lamiaceae,1,1,1,1,0,0,visits:1,
Apis mellifera,Apidae,species,Nemophila phacelioides,,Hydrophyllaceae,2,0,2,0,2,0,interactsWith:2,
Apis mellifera,Apidae,species,Prunus mexicana,,Rosaceae,3,3,3,3,0,0,visitsFlowersOf:3,
Apis mellifera,Apidae,species,Ranunculus macranthus,large-flowered buttercup,Ranunculaceae,2,2,2,2,0,0,visitsFlowersOf:2,
Apis mellifera,Apidae,species,Tripsacum dactyloides,,Poaceae,2,0,2,2,0,0,visitsFlowersOf:1; eats:1,
Apis mellifera,Apidae,species,Verbesina virginica,frostweed,Asteraceae,1,0,1,1,0,0,eats:1,
Apis mellifera,Apidae,species,Viguiera dentata,toothleaf goldeneye,Asteraceae,2,0,2,2,0,0,eats:1; visits:1,
Ashmeadiella,Megachilidae,genus,Dalea lasiathera,,Fabaceae,6,0,6,0,6,0,interactsWith:6,Harper:6
Ashmeadiella,Megachilidae,genus,Gaillardia suavis,perfumeball / pincushion daisy,Asteraceae,1,0,1,0,1,0,interactsWith:1,Davis Mountains:1
Ashmeadiella,Megachilidae,genus,Opuntia phaeacantha,brown-spined prickly pear,Cactaceae,6,0,6,0,6,0,interactsWith:6,Davis Mountain State Park:6
Ashmeadiella bucconis,Megachilidae,species,Tetragonotheca ludoviciana,,Asteraceae,1,0,1,0,1,0,interactsWith:1,Kerrville:1
Ashmeadiella meliloti meliloti,Megachilidae,subspecies,Dalea pogonathera,,Fabaceae,1,0,0,0,1,0,interactsWith:1,Quemado:1
Atoposmia maryae,Megachilidae,species,Dalea pogonathera,,Fabaceae,2,0,0,0,2,0,interactsWith:2,Quemado:2
Augochlorella,Halictidae,genus,Agalinis purpurea,,Orobanchaceae,2,0,2,0,2,0,interactsWith:2,Flatonia:2
Augochlorella,Halictidae,genus,Helianthus annuus,common sunflower,Asteraceae,1,1,1,0,1,0,interactsWith:1,Elgin:1
Augochlorella,Halictidae,genus,Opuntia phaeacantha,brown-spined prickly pear,Cactaceae,1,0,1,0,1,0,interactsWith:1,Davis Mountain State Park:1
Augochlorella,Halictidae,genus,Symphyotrichum subulatum,annual saltmarsh aster,Asteraceae,2,0,2,0,2,0,interactsWith:2,Flatonia:2
Augochlorella aurata,Halictidae,species,Opuntia phaeacantha major,,Cactaceae,2,2,2,0,2,0,interactsWith:2,"Luckenbach, 7 mi SE:2"
Augochlorella aurata,Halictidae,species,Symphyotrichum subulatum,annual saltmarsh aster,Asteraceae,1,0,1,0,1,0,interactsWith:1,Flatonia:1
Augochlorella bracteata,Halictidae,species,Dalea pogonathera,,Fabaceae,1,0,0,0,1,0,interactsWith:1,Quemado:1
Augochlorella bracteata,Halictidae,species,Helianthus debilis,,Asteraceae,1,0,1,0,1,0,interactsWith:1,Goliad:1
Augochlorella karankawa,Halictidae,species,Helianthus annuus,common sunflower,Asteraceae,2,2,2,0,2,0,interactsWith:2,Elgin:2
Augochlorella karankawa,Halictidae,species,Helianthus debilis,,Asteraceae,2,0,2,0,2,0,interactsWith:2,Goliad:2
Augochlorella karankawa,Halictidae,species,Salix,willow,Salicaceae,2,0,2,0,2,0,interactsWith:2,Lexington:2
Augochloropsis,Halictidae,genus,Brazoria truncata,,Lamiaceae,15,0,15,0,15,0,interactsWith:15,"Goliad:8; Goliad, 16 mi E:7"
Augochloropsis,Halictidae,genus,Engelmannia peristenia,,Asteraceae,1,0,0,0,1,0,interactsWith:1,Eldorado:1
Augochloropsis,Halictidae,genus,Mimosa,sensitive-briar / mimosa group,Fabaceae,1,0,1,0,1,0,interactsWith:1,Harper:1
Augochloropsis,Halictidae,genus,Opuntia phaeacantha,brown-spined prickly pear,Cactaceae,1,0,1,0,1,0,interactsWith:1,Davis Mountain State Park:1
Augochloropsis,Halictidae,genus,Opuntia phaeacantha major,,Cactaceae,1,1,1,0,1,0,interactsWith:1,"Luckenbach, 7 mi SE:1"
Augochloropsis,Halictidae,genus,Phacelia,phacelia,Hydrophyllaceae,4,0,4,0,4,0,interactsWith:4,Kerrville:4
Augochloropsis,Halictidae,genus,Rhus aromatica,fragrant sumac,Anacardiaceae,2,2,2,0,2,0,interactsWith:2,"Austin, 15 mi W:2"
Augochloropsis,Halictidae,genus,Salix,willow,Salicaceae,5,0,5,0,5,0,interactsWith:5,Davis Mountains:4; Lexington:1
Augochloropsis metallica,Halictidae,species,Baccharis,baccharis,Asteraceae,2,0,2,0,2,0,interactsWith:2,San Antonio:2
Augochloropsis metallica,Halictidae,species,Oncidium ensatum,,Orchidaceae,2,2,2,0,2,0,interactsWith:2,
Augochloropsis metallica,Halictidae,species,Solanum elaeagnifolium,silverleaf nightshade,Solanaceae,8,8,8,0,8,0,interactsWith:8,
Bombus fraternus,Apidae,species,Coreopsis,tickseed,Asteraceae,1,1,1,0,1,0,interactsWith:1,Johnson City:1
Bombus fraternus,Apidae,species,Euphorbia,,Euphorbiaceae,2,2,2,0,2,0,interactsWith:2,11 mi NW of Gonzales:2
Bombus fraternus,Apidae,species,Solidago,goldenrod,Asteraceae,2,2,2,0,2,0,interactsWith:2,Austin:2
Bombus pensylvanicus,Apidae,species,Agalinis edwardsiana,,Orobanchaceae,1,1,1,0,1,0,interactsWith:1,
Bombus pensylvanicus,Apidae,species,Aster,aster,Asteraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Bauhinia,,Fabaceae,1,0,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Carduinae,,Compositae,1,0,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Cephalanthus,buttonbush,Rubiaceae,4,4,4,4,0,0,visitsFlowersOf:4,
Bombus pensylvanicus,Apidae,species,Cephalanthus occidentalis,buttonbush,Rubiaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Chamaecrista fasciculata,,Fabaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Cirsium,thistle,Asteraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Cirsium horridulum,,Asteraceae,1,1,1,0,1,0,interactsWith:1,
Bombus pensylvanicus,Apidae,species,Cirsium texanum,Texas thistle,Asteraceae,2,2,2,0,2,0,interactsWith:2,
Bombus pensylvanicus,Apidae,species,Cirsium undulatum,,Asteraceae,1,0,1,0,1,0,interactsWith:1,
Bombus pensylvanicus,Apidae,species,Conoclinium,,Asteraceae,1,1,1,0,1,0,interactsWith:1,
Bombus pensylvanicus,Apidae,species,Croton,,Euphorbiaceae,2,0,2,0,2,0,interactsWith:2,"Lexington, 7 mi N:2"
Bombus pensylvanicus,Apidae,species,Duranta erecta,,Verbenaceae,1,0,0,0,1,0,interactsWith:1,
Bombus pensylvanicus,Apidae,species,Eryngium leavenworthii,Leavenworth’s eryngo,Apiaceae,3,2,3,2,1,0,visitsFlowersOf:2; interactsWith:1,
Bombus pensylvanicus,Apidae,species,Eysenhardtia,,Fabaceae,2,1,2,2,0,0,visitsFlowersOf:2,
Bombus pensylvanicus,Apidae,species,Gaillardia aestivalis,lanceleaf blanketflower,Asteraceae,1,1,1,1,0,0,eats:1,
Bombus pensylvanicus,Apidae,species,Heliantheae,,Compositae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Helianthus annuus,common sunflower,Asteraceae,3,0,3,0,3,0,interactsWith:3,Concan:2
Bombus pensylvanicus,Apidae,species,Helianthus occidentalis,,Asteraceae,1,0,1,1,0,0,eats:1,
Bombus pensylvanicus,Apidae,species,Ibervillea lindheimeri,,Cucurbitaceae,2,0,2,2,0,0,eats:1; visits:1,
Bombus pensylvanicus,Apidae,species,Liatris punctata,,Asteraceae,2,2,2,2,0,0,eats:1; visits:1,
Bombus pensylvanicus,Apidae,species,Melochia tomentosa,,Malvaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Monarda citriodora,lemon beebalm / lemon horsemint,Lamiaceae,5,1,5,5,0,0,visitsFlowersOf:5,
Bombus pensylvanicus,Apidae,species,Monarda punctata,spotted beebalm,Lamiaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Passiflora,,Passifloraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Rivina humilis,,Phytolaccaceae,1,1,1,1,0,0,eats:1,
Bombus pensylvanicus,Apidae,species,Salvia,,Lamiaceae,2,0,2,0,2,0,interactsWith:2,
Bombus pensylvanicus,Apidae,species,Salvia farinacea,mealy blue sage,Lamiaceae,6,2,6,5,1,0,visitsFlowersOf:2; eats:2; visits:1; interactsWith:1,
Bombus pensylvanicus,Apidae,species,Salvia greggii,,Lamiaceae,1,1,1,0,1,0,interactsWith:1,
Bombus pensylvanicus,Apidae,species,Solidago,goldenrod,Asteraceae,8,8,8,0,8,0,interactsWith:8,Austin:8
Bombus pensylvanicus,Apidae,species,Taraxacum,,Asteraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Tecoma stans,,Bignoniaceae,2,2,2,0,2,0,interactsWith:2,
Bombus pensylvanicus,Apidae,species,Tithonia rotundifolia,,Asteraceae,2,0,2,0,2,0,interactsWith:2,
Bombus pensylvanicus,Apidae,species,Verbesina virginica,frostweed,Asteraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Vernonia,,Asteraceae,1,0,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Vitex,vitex / chaste tree group,Lamiaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus pensylvanicus,Apidae,species,Zinnia,,Asteraceae,3,2,3,2,1,0,visitsFlowersOf:2; interactsWith:1,
Bombus pensylvanicus pensylvanicus,Apidae,subspecies,Croton,,Euphorbiaceae,1,0,1,0,1,0,interactsWith:1,"Lexington, 7 mi N:1"
Bombus pensylvanicus pensylvanicus,Apidae,subspecies,Dalea pogonathera,,Fabaceae,1,0,1,0,1,0,interactsWith:1,"Ft. Davis, 46 mi NE:1"
Bombus pensylvanicus pensylvanicus,Apidae,subspecies,Engelmannia peristenia,,Asteraceae,1,0,0,0,1,0,interactsWith:1,Eldorado:1
Bombus pensylvanicus pensylvanicus,Apidae,subspecies,Helianthus annuus,common sunflower,Asteraceae,4,0,4,0,4,0,interactsWith:4,Concan:4
Bombus pensylvanicus pensylvanicus,Apidae,subspecies,Pyrrhopappus,false dandelion,Asteraceae,1,1,1,0,1,0,interactsWith:1,"Giddings, 9 mi W:1"
Bombus sonorus,Apidae,species,Asclepias fulva,,Apocynaceae,1,0,1,1,0,0,visitsFlowersOf:1,
Bombus sonorus,Apidae,species,Aster,aster,Asteraceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus sonorus,Apidae,species,Carduinae,,Compositae,2,0,2,2,0,0,visitsFlowersOf:2,
Bombus sonorus,Apidae,species,Cephalanthus occidentalis,buttonbush,Rubiaceae,1,0,1,1,0,0,eats:1,
Bombus sonorus,Apidae,species,Cirsium,thistle,Asteraceae,1,0,1,1,0,0,visitsFlowersOf:1,
Bombus sonorus,Apidae,species,Dalea tenuis,,Fabaceae,2,0,2,2,0,0,eats:1; visits:1,
Bombus sonorus,Apidae,species,Delphinium carolinianum,,Ranunculaceae,2,0,2,2,0,0,visits:1; eats:1,
Bombus sonorus,Apidae,species,Delphinium carolinianum virescens,,Ranunculaceae,2,0,2,2,0,0,visits:1; eats:1,
Bombus sonorus,Apidae,species,Eryngium leavenworthii,Leavenworth’s eryngo,Apiaceae,1,1,1,0,1,0,interactsWith:1,
Bombus sonorus,Apidae,species,Heliantheae,,Compositae,1,0,1,1,0,0,visitsFlowersOf:1,
Bombus sonorus,Apidae,species,Helianthus maximiliani,Maximilian sunflower,Asteraceae,1,1,1,1,0,0,visits:1,
Bombus sonorus,Apidae,species,Ipomoea,,Convolvulaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus sonorus,Apidae,species,Lithospermum caroliniense,,Boraginaceae,1,0,1,0,0,1,adjacentTo:1,Llano River Field Station:1
Bombus sonorus,Apidae,species,Malvaviscus arboreus,,Malvaceae,1,1,1,1,0,0,visitsFlowersOf:1,
Bombus sonorus,Apidae,species,Maurandella antirrhiniflora,,Plantaginaceae,1,0,1,1,0,0,visitsFlowersOf:1,
Bombus sonorus,Apidae,species,Melochia tomentosa,,Malvaceae,2,2,2,2,0,0,visitsFlowersOf:2,
Bombus sonorus,Apidae,species,Monarda citriodora,lemon beebalm / lemon horsemint,Lamiaceae,2,0,2,2,0,0,visitsFlowersOf:2,
Bombus sonorus,Apidae,species,Salvia farinacea,mealy blue sage,Lamiaceae,2,0,2,2,0,0,eats:1; visits:1,
Bombus sonorus,Apidae,species,Salvia texana,,Lamiaceae,2,2,2,2,0,0,visits:2,
Bombus sonorus,Apidae,species,Vernonia,,Asteraceae,2,0,2,2,0,0,visitsFlowersOf:2,
Callandrena,Andrenidae,subgenus,Viguiera dentata,toothleaf goldeneye,Asteraceae,2,2,2,2,0,0,eats:2,
Calliopsis,Andrenidae,genus,Haplopappus,,Asteraceae,6,0,6,0,6,0,interactsWith:6,"Ft. Davis, 41 mi NE:6"
Calliopsis callops,Andrenidae,species,Quincula lobata,,Solanaceae,1,0,0,0,1,0,interactsWith:1,Quemado:1
Calliopsis granti,Andrenidae,species,Marrubium vulgare,horehound,Lamiaceae,1,0,1,0,1,0,interactsWith:1,Kerrville:1
Calliopsis michenerella,Andrenidae,species,Verbena cloverae,,Verbenaceae,21,0,0,0,21,0,interactsWith:21,Carrizo Springs:21
Calliopsis micheneri,Andrenidae,species,Verbena cloverae,,Verbenaceae,1,0,0,0,1,0,interactsWith:1,Carrizo Springs:1
Calliopsis subalpina,Andrenidae,species,Sphaeralcea,,Malvaceae,11,0,11,0,11,0,interactsWith:11,"Ft. Davis, 31 mi NE:7; Davis Mountains:4"
